phen,grex,sym,ens,beta,pval,FDR,BON
dlpfc,cerebellar-hemisphere,RHEBL1,ENSG00000167550,80.3245004506217,5.845101733978616e-05,0.0095269822654193,0.6299850648882153
dlpfc,cerebellar-hemisphere,RNF175,ENSG00000145428,111.59000780100322,5.91921940945233e-05,0.0095269822654193,0.6379734679507721
dlpfc,cerebellar-hemisphere,RBM23,ENSG00000100461,55.84305502861714,5.9223215047605705e-05,0.0095269822654193,0.6383078117830943
dlpfc,cerebellar-hemisphere,OGFOD2,ENSG00000111325,561.1376246130726,6.099441579541744e-05,0.0096676149035736,0.6573978134430092
dlpfc,cerebellar-hemisphere,TCF7L1,ENSG00000152284,-60.19015688295459,6.905957004413053e-05,0.0107873050135599,0.7443240459356388
dlpfc,cerebellar-hemisphere,AL365259.1,ENSG00000237742,-46.93961728195591,7.147279125235365e-05,0.0110047677731123,0.7703337441178676
dlpfc,cerebellar-hemisphere,SUSD1,ENSG00000106868,47.78271936148565,7.358314788981262e-05,0.0111701291261464,0.7930791679564004
dlpfc,cerebellar-hemisphere,KRTAP5-5,ENSG00000185940,-55.50278443934111,7.537538050274375e-05,0.0112832757091468,0.8123958510585721
dlpfc,cerebellar-hemisphere,TNFRSF14,ENSG00000157873,40.1600246211232,7.92493715235426e-05,0.0115466687882976,0.8541497262807421
dlpfc,cerebellar-hemisphere,AL050343.2,ENSG00000266993,127.82006282334208,7.927755523603866e-05,0.0115466687882976,0.8544534903340246
dlpfc,cerebellar-hemisphere,TNNC1,ENSG00000114854,435.8362432098117,8.437202204280345e-05,0.0121248220476978,0.9093616535773356
dlpfc,cerebellar-hemisphere,AL353759.1,ENSG00000283064,471.41340511743687,9.11168614734557e-05,0.0129218096442224,0.9820575329609056
dlpfc,cerebellar-hemisphere,MCU,ENSG00000156026,43.94120302278845,9.894982036011602e-05,0.0138483568902893,1.0
dlpfc,cerebellar-hemisphere,DAND5,ENSG00000179284,-48.475936115739934,0.0001002200628542,0.0138483568902893,1.0
dlpfc,cerebellar-hemisphere,PROSER3,ENSG00000167595,-109.99944113310492,0.000111437906712,0.0152035159309105,1.0
dlpfc,cerebellar-hemisphere,LINC01569,ENSG00000262468,-249.5349173828249,0.0001231802967667,0.0165708832681674,1.0
dlpfc,cerebellar-hemisphere,PUS10,ENSG00000162927,-97.39894026840356,0.0001251282113055,0.0165708832681674,1.0
dlpfc,cerebellar-hemisphere,UPK1A,ENSG00000105668,29.2886587140142,0.0001260727804778,0.0165708832681674,1.0
dlpfc,cerebellar-hemisphere,SLC44A3,ENSG00000143036,-33.58692114473975,0.0001318266744106,0.0171184083951499,1.0
dlpfc,cerebellar-hemisphere,THAP9-AS1,ENSG00000251022,-37.409178657588,0.0001383256324862,0.0177484960349555,1.0
dlpfc,cerebellar-hemisphere,CCDC137,ENSG00000185298,68.00266708537966,0.0001517888452186,0.0187019806923601,1.0
dlpfc,cerebellar-hemisphere,PIK3CD,ENSG00000171608,128.4473145514398,0.0001520022154219,0.0187019806923601,1.0
dlpfc,cerebellar-hemisphere,LINC02032,ENSG00000241131,-44.41219658638212,0.0001525835053651,0.0187019806923601,1.0
dlpfc,cerebellar-hemisphere,LSM12,ENSG00000161654,183.97293571151965,0.0001526975599302,0.0187019806923601,1.0
dlpfc,cerebellar-hemisphere,UBOX5,ENSG00000185019,100.82957654325712,0.0001577556964582,0.0189598451707186,1.0
dlpfc,cerebellar-hemisphere,COX6B1,ENSG00000126267,-39.20732998211987,0.0001583212159366,0.0189598451707186,1.0
dlpfc,cerebellar-hemisphere,PLEKHF2,ENSG00000175895,-126.02907984005684,0.0001815007294867,0.0214968666198643,1.0
dlpfc,cerebellar-hemisphere,SLC39A1,ENSG00000143570,-79.18048416701383,0.0001913725337552,0.0224197083566689,1.0
dlpfc,cerebellar-hemisphere,MUC1,ENSG00000185499,-90.96290224658038,0.000197183616157,0.0228520969348402,1.0
dlpfc,cerebellar-hemisphere,VASN,ENSG00000168140,204.01217128013863,0.0001994347033166,0.0228670982164501,1.0
dlpfc,cerebellar-hemisphere,SHPRH,ENSG00000146414,-172.9103243182296,0.0002059570020787,0.0231005256921553,1.0
dlpfc,cerebellar-hemisphere,PLEKHA1,ENSG00000107679,-188.55445693700457,0.0002076380413941,0.0231005256921553,1.0
dlpfc,cerebellar-hemisphere,CABIN1,ENSG00000099991,67.03090397076807,0.0002082646847074,0.0231005256921553,1.0
dlpfc,cerebellar-hemisphere,PITPNM2,ENSG00000090975,-95.11341059603156,0.0002100437481751,0.0231005256921553,1.0
dlpfc,cerebellar-hemisphere,HEY2,ENSG00000135547,-154.10773508443032,0.0002132147955204,0.0232124148092815,1.0
dlpfc,cerebellar-hemisphere,NEK4,ENSG00000114904,82.05208689310177,0.0002177418311063,0.0234300886751396,1.0
dlpfc,cerebellar-hemisphere,PCNT,ENSG00000160299,-228.7733817348128,0.0002195619740387,0.0234300886751396,1.0
dlpfc,cerebellar-hemisphere,AC145285.3,ENSG00000260796,144.4750124848419,0.0002294355190615,0.0242436865141651,1.0
dlpfc,cerebellar-hemisphere,ELF2,ENSG00000109381,137.2073674845946,0.0002372031682591,0.0248211237621027,1.0
dlpfc,cerebellar-hemisphere,EPB41L5,ENSG00000115109,41.07351608391121,0.0002463923208605,0.0255347734061006,1.0
dlpfc,cerebellar-hemisphere,TMEM165,ENSG00000134851,-93.2525410391952,0.0002506143429209,0.0255680303308872,1.0
dlpfc,cerebellar-hemisphere,MGST3,ENSG00000143198,111.66119072463442,0.0002514577115489,0.0255680303308872,1.0
dlpfc,cerebellar-hemisphere,BTN1A1,ENSG00000124557,106.13164542422724,0.0002560717850184,0.0255955912911258,1.0
dlpfc,cerebellar-hemisphere,AL138762.1,ENSG00000272572,-77.91364555164013,0.0002564783688478,0.0255955912911258,1.0
dlpfc,cerebellar-hemisphere,SLC27A6,ENSG00000113396,153.80499705588068,0.0002678052863424,0.0263186122453987,1.0
dlpfc,cerebellar-hemisphere,AC022239.1,ENSG00000269954,-157.997969168004,0.0002688566660053,0.0263186122453987,1.0
dlpfc,cerebellar-hemisphere,IL23A,ENSG00000110944,-181.66091646276013,0.0002710489848988,0.0263186122453987,1.0
dlpfc,cerebellar-hemisphere,DMTN,ENSG00000158856,69.17408898747446,0.0002789873349986,0.0264872837952016,1.0
dlpfc,cerebellar-hemisphere,PLA2G4B,ENSG00000243708,-49.4941155231745,0.0002815994847909,0.0264872837952016,1.0
dlpfc,cerebellar-hemisphere,MGARP,ENSG00000137463,42.556407064876765,0.0002835736887308,0.0264872837952016,1.0
dlpfc,cerebellar-hemisphere,JMJD7,ENSG00000243789,-82.84639914276192,0.0002836854581258,0.0264872837952016,1.0
dlpfc,cerebellar-hemisphere,DUSP19,ENSG00000162999,132.2464911543042,0.0002850737539658,0.0264872837952016,1.0
dlpfc,cerebellar-hemisphere,AC110285.5,ENSG00000274833,-72.39392420354979,0.0002914473939677,0.0268480342921698,1.0
dlpfc,cerebellar-hemisphere,RAB24,ENSG00000169228,93.46403546516176,0.0003038162819471,0.0277502702273376,1.0
dlpfc,cerebellar-hemisphere,MYH15,ENSG00000144821,292.82362732027786,0.0003098281037906,0.0280196259215152,1.0
dlpfc,cerebellar-hemisphere,KLHDC8A,ENSG00000162873,-43.247827931165816,0.000312348787355,0.0280196259215152,1.0
dlpfc,cerebellar-hemisphere,NTAN1,ENSG00000157045,-87.4499883824892,0.0003145643659773,0.0280196259215152,1.0
dlpfc,cerebellar-hemisphere,MTF1,ENSG00000188786,-151.62439430345944,0.0003242332802531,0.0285303466859613,1.0
dlpfc,cerebellar-hemisphere,AC139530.3,ENSG00000275902,148.32437467282153,0.0003255921917214,0.0285303466859613,1.0
dlpfc,cerebellar-hemisphere,CC2D1B,ENSG00000154222,-70.04937310519784,0.0003312124448037,0.0287887720168893,1.0
dlpfc,cerebellar-hemisphere,MCM4,ENSG00000104738,54.65460938859864,0.0003341585383288,0.0288124858088624,1.0
dlpfc,cerebellar-hemisphere,AC024243.1,ENSG00000272969,106.61246913509969,0.0003387427804633,0.02897594990344,1.0
dlpfc,cerebellar-hemisphere,AFF1,ENSG00000172493,37.3021093786573,0.0003562640748699,0.0302347574720297,1.0
dlpfc,cerebellar-hemisphere,CLSTN1,ENSG00000171603,283.10149843102994,0.00037876361307,0.0318930798567848,1.0
dlpfc,cerebellar-hemisphere,AC093117.1,ENSG00000223675,-64.01807491902434,0.0003820316922438,0.0319188959612688,1.0
dlpfc,cerebellar-hemisphere,PKDCC,ENSG00000162878,51.34827594578331,0.0004056320495854,0.0336300171571649,1.0
dlpfc,cerebellar-hemisphere,UTP25,ENSG00000117597,-175.79706990083625,0.0004156852753536,0.0341590410708486,1.0
dlpfc,cerebellar-hemisphere,AC069307.1,ENSG00000269949,50.924145269864844,0.0004183515885463,0.0341590410708486,1.0
dlpfc,cerebellar-hemisphere,KDELR3,ENSG00000100196,-139.90382464586702,0.0004496861457636,0.0364414833010532,1.0
dlpfc,cerebellar-hemisphere,CZIB,ENSG00000162384,40.743291867175415,0.0004551800422449,0.0366114216068323,1.0
dlpfc,cerebellar-hemisphere,FAM167A-AS1,ENSG00000184608,220.3156989310488,0.000482060455166,0.0384401370145503,1.0
dlpfc,cerebellar-hemisphere,SFMBT1,ENSG00000163935,-89.99327160127552,0.0004879495509621,0.0384401370145503,1.0
dlpfc,cerebellar-hemisphere,TNPO2,ENSG00000105576,-91.62854827275584,0.0004886155846162,0.0384401370145503,1.0
dlpfc,cerebellar-hemisphere,CLOCK,ENSG00000134852,161.52851718008975,0.0005019623605075,0.0392039878373176,1.0
dlpfc,cerebellar-hemisphere,AL356599.1,ENSG00000235652,-49.02782616164239,0.0005518222572644,0.042384752513652,1.0
dlpfc,cerebellar-hemisphere,KMT5A,ENSG00000183955,-65.47338475293542,0.0005537113771214,0.042384752513652,1.0
dlpfc,cerebellar-hemisphere,AL023806.1,ENSG00000270638,-131.67065844957787,0.0005544859996683,0.042384752513652,1.0
dlpfc,cerebellar-hemisphere,CORO7,ENSG00000262246,59.31353043048436,0.0005668099399226,0.0428697300993014,1.0
dlpfc,cerebellar-hemisphere,HOXB-AS1,ENSG00000230148,-81.91920170748577,0.000572411818285,0.0428697300993014,1.0
dlpfc,cerebellar-hemisphere,NPLOC4,ENSG00000182446,-55.73989422002805,0.0005727631410558,0.0428697300993014,1.0
dlpfc,cerebellar-hemisphere,ARHGAP12,ENSG00000165322,-850.041675565913,0.0005847461331966,0.0432246213872124,1.0
dlpfc,cerebellar-hemisphere,KANK2,ENSG00000197256,118.25440590938948,0.0005855255819756,0.0432246213872124,1.0
dlpfc,cerebellar-hemisphere,ZBTB32,ENSG00000011590,63.836845968783614,0.0005932616776142,0.0433313028372737,1.0
dlpfc,cerebellar-hemisphere,GALNT2,ENSG00000143641,-52.0558439302518,0.0005950113954274,0.0433313028372737,1.0
dlpfc,cerebellar-hemisphere,AL590617.2,ENSG00000225177,41.30471593225506,0.0006069767942027,0.0439060126705818,1.0
dlpfc,cerebellar-hemisphere,TET1,ENSG00000138336,-331.2314841719692,0.0006138541794451,0.0441074689737285,1.0
dlpfc,cerebellar-hemisphere,KCNJ3,ENSG00000162989,84.5410483919039,0.0006264419948695,0.0447138531172415,1.0
dlpfc,cerebellar-hemisphere,B4GALNT1,ENSG00000135454,-126.59924121208078,0.0006389301977406,0.0451277607282049,1.0
dlpfc,cerebellar-hemisphere,RNASEH2B-AS1,ENSG00000233672,35.35534933775304,0.0006406148999272,0.0451277607282049,1.0
dlpfc,cerebellar-hemisphere,MNT,ENSG00000070444,126.37102413163878,0.0006502799852409,0.0453444951708358,1.0
dlpfc,cerebellar-hemisphere,AC018690.1,ENSG00000273306,-180.4421438589233,0.0006521058407385,0.0453444951708358,1.0
dlpfc,cerebellar-hemisphere,AC139530.1,ENSG00000262049,99.8675089830865,0.0006649234246603,0.0459393889165943,1.0
dlpfc,cerebellar-hemisphere,AC008026.3,ENSG00000264546,-131.5690808628152,0.0006795176076689,0.0460346619978546,1.0
dlpfc,cerebellar-hemisphere,MECR,ENSG00000116353,71.75006313390445,0.0006807529270771,0.0460346619978546,1.0
dlpfc,cerebellar-hemisphere,TRMT11,ENSG00000066651,-98.4874335297022,0.0006829301302462,0.0460346619978546,1.0
dlpfc,cerebellar-hemisphere,AC110285.3,ENSG00000263154,75.90959653430252,0.000683387077348,0.0460346619978546,1.0
dlpfc,cerebellar-hemisphere,OIT3,ENSG00000138315,76.96905693245127,0.0006923818915198,0.0463156638001146,1.0
dlpfc,cerebellar-hemisphere,AC087742.1,ENSG00000274363,124.38198415204091,0.0006990221341443,0.0463156638001146,1.0
dlpfc,cerebellar-hemisphere,TAGLN3,ENSG00000144834,116.49678440465804,0.000700450287569,0.0463156638001146,1.0
dlpfc,cerebellar-hemisphere,RNF185,ENSG00000138942,90.9851192569492,0.0007120684556679,0.0467160336076926,1.0
dlpfc,cerebellar-hemisphere,MRPL20,ENSG00000242485,-45.19690015181874,0.0007151740160762,0.0467160336076926,1.0
dlpfc,cerebellar-hemisphere,LINC01354,ENSG00000231768,-157.04197104950737,0.0007202682160224,0.0467653664595748,1.0
dlpfc,cerebellar-hemisphere,SNX11,ENSG00000002919,-58.01428185826355,0.0007385064754216,0.0474606599668619,1.0
dlpfc,cerebellar-hemisphere,ZNF566,ENSG00000186017,108.39410445449931,0.0007397839000216,0.0474606599668619,1.0
dlpfc,cerebellar-hemisphere,ZNF253,ENSG00000256771,57.86660023015846,0.0007678444356731,0.0487394720048552,1.0
dlpfc,cerebellar-hemisphere,UBOX5-AS1,ENSG00000235958,71.70361813358814,0.0007687613880892,0.0487394720048552,1.0
dlpfc,cerebellar-hemisphere,IFT88,ENSG00000032742,61.892662372045706,0.0007849841991178,0.0492887253763394,1.0
dlpfc,cerebellar-hemisphere,PPP2R3A,ENSG00000073711,-116.26765850394776,0.0007865708633077,0.0492887253763394,1.0
anterior-cingulate,cerebellar-hemisphere,MAPT-IT1,ENSG00000279685,-212.7966056631953,1.3475417082217081e-16,1.452380453121357e-12,1.452380453121357e-12
anterior-cingulate,cerebellar-hemisphere,MAPT,ENSG00000186868,125.93150169281856,5.176643108275779e-16,2.7896929710498177e-12,5.5793859420996345e-12
anterior-cingulate,cerebellar-hemisphere,LRRC37A2,ENSG00000238083,-23.73814664399337,1.3977171399086098e-15,4.036759051016663e-12,1.5064595333934995e-11
anterior-cingulate,cerebellar-hemisphere,AC091132.2,ENSG00000236234,149.13485026102612,1.498147727228303e-15,4.036759051016663e-12,1.6147036204066648e-11
anterior-cingulate,cerebellar-hemisphere,SPPL2C,ENSG00000185294,-36.85023422503541,2.285672645464973e-15,4.926995954564296e-12,2.4634979772821477e-11
anterior-cingulate,cerebellar-hemisphere,KANSL1-AS1,ENSG00000214401,-20.586076923379025,7.335906296085114e-15,1.1707770039918426e-11,7.906639805920536e-11
anterior-cingulate,cerebellar-hemisphere,MAPT-AS1,ENSG00000264589,51.34504110230756,7.60385881234264e-15,1.1707770039918426e-11,8.195439027942898e-11
anterior-cingulate,cerebellar-hemisphere,ARL17A,ENSG00000185829,-21.52730900152949,3.3554552703835773e-14,4.5206371130242745e-11,3.6165096904194196e-10
anterior-cingulate,cerebellar-hemisphere,AC008105.3,ENSG00000267121,58.39388320657381,5.78293848416197e-14,6.92539010914419e-11,6.23285109822977e-10
anterior-cingulate,cerebellar-hemisphere,FAM215B,ENSG00000232300,-53.15896632861657,5.142305691851383e-12,5.542377074677421e-09,5.542377074677422e-08
anterior-cingulate,cerebellar-hemisphere,FMNL1,ENSG00000184922,38.694868136938005,6.664714325051068e-12,6.530208272309128e-09,7.183229099540041e-08
anterior-cingulate,cerebellar-hemisphere,PLEKHM1,ENSG00000225190,26.19702923566476,8.584235610107147e-12,7.710074283811236e-09,9.252089140573484e-08
anterior-cingulate,cerebellar-hemisphere,LRRC37A,ENSG00000176681,-16.785723574528465,1.2604223597249128e-11,1.0449870917780852e-08,1.358483219311511e-07
anterior-cingulate,cerebellar-hemisphere,LINC00222,ENSG00000203801,224.6689583733192,1.1114986182974154e-08,8.556951505721101e-06,0.00011979732108
anterior-cingulate,cerebellar-hemisphere,BTBD18,ENSG00000233436,104.99694073599316,4.462311010131149e-08,3.206319204479568e-05,0.0004809478806719
anterior-cingulate,cerebellar-hemisphere,SF3B1,ENSG00000115524,119.40571102367018,5.6227295520619215e-08,3.787611194507712e-05,0.0006060177911212
anterior-cingulate,cerebellar-hemisphere,APEH,ENSG00000164062,72.87671953267424,2.109391820442889e-07,0.000133735441416,0.0022735025040733
anterior-cingulate,cerebellar-hemisphere,RHEBL1,ENSG00000167550,38.6793465880836,2.57148050406929e-07,0.0001539745381825,0.0027715416872858
anterior-cingulate,cerebellar-hemisphere,ASB13,ENSG00000196372,-41.74991793432404,4.391253741986273e-07,0.0002449115367467,0.0047328932831128
anterior-cingulate,cerebellar-hemisphere,DNMT3B,ENSG00000088305,-72.91437688432745,4.544656462178075e-07,0.0002449115367467,0.0048982307349355
anterior-cingulate,cerebellar-hemisphere,CCDC65,ENSG00000139537,27.37691066586795,6.359172479909794e-07,0.0003263769570879,0.0068539160988467
anterior-cingulate,cerebellar-hemisphere,AC002553.2,ENSG00000275413,-119.57291116441488,7.009537909064948e-07,0.0003434036344722,0.0075548799583902
anterior-cingulate,cerebellar-hemisphere,ARHGAP27,ENSG00000159314,-22.197475981513424,1.3645575168654145e-06,0.0006344785658653,0.0147072009167754
anterior-cingulate,cerebellar-hemisphere,FKBP11,ENSG00000134285,24.912021542853964,1.4128303563526984e-06,0.0006344785658653,0.0152274855807693
anterior-cingulate,cerebellar-hemisphere,AC002553.1,ENSG00000227782,106.88777630142044,2.3723006520816497e-06,0.0010227462571254,0.025568656428136
anterior-cingulate,cerebellar-hemisphere,COMMD7,ENSG00000149600,-52.70053303114549,2.9972954216568142e-06,0.0012424942328698,0.0323048500546171
anterior-cingulate,cerebellar-hemisphere,RPS26,ENSG00000197728,11.145118199661324,3.34344346832615e-06,0.0013346531000599,0.0360356337016192
anterior-cingulate,cerebellar-hemisphere,ZSWIM7,ENSG00000214941,-16.122439030109515,4.483554246933136e-06,0.0016723439309586,0.0483237476734453
anterior-cingulate,cerebellar-hemisphere,UBOX5,ENSG00000185019,45.93749777476107,4.581916434840881e-06,0.0016723439309586,0.049383895334715
anterior-cingulate,cerebellar-hemisphere,ADORA2B,ENSG00000170425,22.00457906589125,4.654881975205084e-06,0.0016723439309586,0.0501703179287603
anterior-cingulate,cerebellar-hemisphere,AL109976.1,ENSG00000277287,-64.56603333712746,5.114182684604252e-06,0.0017753813024244,0.0551206609746646
anterior-cingulate,cerebellar-hemisphere,TTC19,ENSG00000011295,-35.453441772032924,5.271126524177107e-06,0.0017753813024244,0.0568122016775808
anterior-cingulate,cerebellar-hemisphere,SUOX,ENSG00000139531,-20.889597427751216,5.547116662747046e-06,0.001811721920942,0.0597868233910876
anterior-cingulate,cerebellar-hemisphere,HLA-C,ENSG00000204525,13.465839736422936,5.720128757391327e-06,0.001813280816093,0.0616515477471637
anterior-cingulate,cerebellar-hemisphere,C20orf194,ENSG00000088854,60.43537161014562,6.514843797433901e-06,0.0020061996128212,0.0702169864487426
anterior-cingulate,cerebellar-hemisphere,RSPO3,ENSG00000146374,125.0907043059961,6.824215844045816e-06,0.0020430943990868,0.0735513983671258
anterior-cingulate,cerebellar-hemisphere,FNIP2,ENSG00000052795,111.04721511851118,9.550462322728503e-06,0.0027820238625504,0.1029348829143678
anterior-cingulate,cerebellar-hemisphere,AC007541.1,ENSG00000260329,52.01412291031067,1.069105976344903e-05,0.0030266161184213,0.1152282421304536
anterior-cingulate,cerebellar-hemisphere,MCU,ENSG00000156026,18.643461177472915,1.0951756227354972e-05,0.0030266161184213,0.1180380286184318
anterior-cingulate,cerebellar-hemisphere,ATP5MC1,ENSG00000159199,-31.98795244733375,1.1566607507790134e-05,0.003116622392974,0.124664895718962
anterior-cingulate,cerebellar-hemisphere,MGARP,ENSG00000137463,19.009092375615644,1.5848326854318477e-05,0.0041661772398986,0.1708132668358445
anterior-cingulate,cerebellar-hemisphere,AC048341.1,ENSG00000257354,35.946758763009925,2.262051422867333e-05,0.0057407740730243,0.2438039023566411
anterior-cingulate,cerebellar-hemisphere,SNRPC,ENSG00000124562,21.900593430873325,2.290344081833811e-05,0.0057407740730243,0.2468532851400481
anterior-cingulate,cerebellar-hemisphere,BAG6,ENSG00000204463,-17.998771185385657,2.727837300704824e-05,0.006681961460681,0.2940063042699659
anterior-cingulate,cerebellar-hemisphere,FTSJ3,ENSG00000108592,-21.85842329018003,3.44194786077009e-05,0.0082438475651955,0.3709731404338003
anterior-cingulate,cerebellar-hemisphere,CAPG,ENSG00000042493,-30.500543145220007,5.243043728655601e-05,0.012284679414663,0.5650952530745007
anterior-cingulate,cerebellar-hemisphere,SFMBT1,ENSG00000163935,-38.8633973863256,6.090780206404369e-05,0.0138025286177633,0.6564642906462629
anterior-cingulate,cerebellar-hemisphere,IL17RD,ENSG00000144730,-47.66199164237277,6.146978786905192e-05,0.0138025286177633,0.6625213736526415
anterior-cingulate,cerebellar-hemisphere,CCDC152,ENSG00000198865,61.172472925486254,6.33226728159415e-05,0.0139284034206166,0.6824917676102175
anterior-cingulate,cerebellar-hemisphere,PIK3CD,ENSG00000171608,50.80394454995723,6.652548095266734e-05,0.0143402326741569,0.7170116337078486
anterior-cingulate,cerebellar-hemisphere,MST1R,ENSG00000164078,-26.87994349033617,6.996464898503562e-05,0.0147858624855041,0.7540789867607138
anterior-cingulate,cerebellar-hemisphere,BSN-DT,ENSG00000226913,39.5270680327001,7.276980009359875e-05,0.0150829404886309,0.7843129054088073
anterior-cingulate,cerebellar-hemisphere,OGFOD2,ENSG00000111325,208.1044078674356,7.558184787300585e-05,0.0152373021227575,0.814621156375257
anterior-cingulate,cerebellar-hemisphere,TMEM185B,ENSG00000226479,-36.13740298494206,7.634202214037017e-05,0.0152373021227575,0.8228143146289096
anterior-cingulate,cerebellar-hemisphere,TRPC1,ENSG00000144935,-79.82603872218188,7.885233337548558e-05,0.0154521899840178,0.8498704491209835
anterior-cingulate,cerebellar-hemisphere,INKA1,ENSG00000185614,-13.39285053107661,8.813981808178387e-05,0.0169637671300976,0.9499709592854664
anterior-cingulate,cerebellar-hemisphere,SNF8,ENSG00000159210,-27.37176140231168,9.127641090888215e-05,0.01725924836449,0.983777156775932
anterior-cingulate,cerebellar-hemisphere,UHRF1BP1,ENSG00000065060,-15.680673665043193,9.35141997667604e-05,0.0173775180187266,1.0
anterior-cingulate,cerebellar-hemisphere,FOXO3,ENSG00000118689,-99.26491512743578,0.0001336515514427,0.0241631118596514,1.0
anterior-cingulate,cerebellar-hemisphere,STRADA,ENSG00000266173,34.64808487978074,0.0001345135193523,0.0241631118596514,1.0
anterior-cingulate,cerebellar-hemisphere,SREBF2,ENSG00000198911,-67.69055073604393,0.0001399051615205,0.0244242258544783,1.0
anterior-cingulate,cerebellar-hemisphere,USP16,ENSG00000156256,-17.873636467358104,0.0001424768734435,0.0244242258544783,1.0
anterior-cingulate,cerebellar-hemisphere,LONRF2,ENSG00000170500,-43.72630507406585,0.0001427654693665,0.0244242258544783,1.0
anterior-cingulate,cerebellar-hemisphere,RPS6KL1,ENSG00000198208,33.168343297333145,0.0001543021059429,0.0259854390289465,1.0
anterior-cingulate,cerebellar-hemisphere,TUBA1B,ENSG00000123416,-50.11739053717961,0.0001600273382127,0.026534994634715,1.0
anterior-cingulate,cerebellar-hemisphere,CENPV,ENSG00000166582,16.48305620385428,0.000166244355071,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,RMC1,ENSG00000141452,32.959343683713826,0.0001753308417169,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,KCTD15,ENSG00000153885,-16.60794038694411,0.0001771270150051,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,NMT1,ENSG00000136448,22.194471422580097,0.0001777099545978,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,SEMA3F-AS1,ENSG00000235016,-46.093289891035226,0.0001803711292853,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,AC024257.5,ENSG00000275228,-21.96878772312873,0.0001811416368957,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,AC112220.2,ENSG00000271643,-57.80596405715734,0.0001836763359529,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,RAB24,ENSG00000169228,36.3170023877494,0.000186666566602,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,EPB41L5,ENSG00000115109,15.720077200315854,0.0001875251085842,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,PITPNM2,ENSG00000090975,-35.99841922090073,0.0001879362401717,0.0270076906209411,1.0
anterior-cingulate,cerebellar-hemisphere,MRPS21,ENSG00000266472,42.25179815835436,0.000207373754519,0.0294088727132339,1.0
anterior-cingulate,cerebellar-hemisphere,WNT3,ENSG00000108379,-13.14596105423256,0.0002182497327348,0.0305492937586451,1.0
anterior-cingulate,cerebellar-hemisphere,MMACHC,ENSG00000132763,-25.324283673674152,0.0002292822629668,0.0316821055161047,1.0
anterior-cingulate,cerebellar-hemisphere,AC018521.5,ENSG00000264920,16.600515806748504,0.0002411939924688,0.0323851044894901,1.0
anterior-cingulate,cerebellar-hemisphere,TCF7L1,ENSG00000152284,-20.83847685956667,0.0002447032474117,0.0323851044894901,1.0
anterior-cingulate,cerebellar-hemisphere,MRPL48,ENSG00000175581,-17.298520396100997,0.0002463649393966,0.0323851044894901,1.0
anterior-cingulate,cerebellar-hemisphere,ASB8,ENSG00000177981,-31.612975131840862,0.0002471631852598,0.0323851044894901,1.0
anterior-cingulate,cerebellar-hemisphere,ZNF174,ENSG00000103343,52.64746591496722,0.0002520576722215,0.0323851044894901,1.0
anterior-cingulate,cerebellar-hemisphere,ITIH4,ENSG00000055955,-12.58578605576833,0.0002523982906956,0.0323851044894901,1.0
anterior-cingulate,cerebellar-hemisphere,PPFIA1,ENSG00000131626,16.46113450560372,0.0002573522574994,0.0326322662509239,1.0
anterior-cingulate,cerebellar-hemisphere,CSH2,ENSG00000213218,16.95600649130222,0.0002803720107733,0.0348994695621473,1.0
anterior-cingulate,cerebellar-hemisphere,SHKBP1,ENSG00000160410,-50.514154449690366,0.0002817084664972,0.0348994695621473,1.0
anterior-cingulate,cerebellar-hemisphere,SAPCD1,ENSG00000228727,-408.72119416595865,0.0002902564333842,0.0355498163524421,1.0
anterior-cingulate,cerebellar-hemisphere,P4HA3,ENSG00000149380,16.133516205897973,0.000313318570793,0.0376589785817662,1.0
anterior-cingulate,cerebellar-hemisphere,PEX16,ENSG00000121680,148.6154604704651,0.0003175041882715,0.0376589785817662,1.0
anterior-cingulate,cerebellar-hemisphere,PLAG1,ENSG00000181690,106.1129124819975,0.0003179594591706,0.0376589785817662,1.0
anterior-cingulate,cerebellar-hemisphere,AC125611.4,ENSG00000258334,-43.46229797199639,0.0003269083704716,0.0382980262711185,1.0
anterior-cingulate,cerebellar-hemisphere,AC010205.1,ENSG00000274560,54.039346913330775,0.0003462566488176,0.0395221838258308,1.0
anterior-cingulate,cerebellar-hemisphere,MARK1,ENSG00000116141,57.148318046831854,0.000346911382654,0.0395221838258308,1.0
anterior-cingulate,cerebellar-hemisphere,NTAN1,ENSG00000157045,-32.606646726430014,0.0003483584582904,0.0395221838258308,1.0
anterior-cingulate,cerebellar-hemisphere,NPC1,ENSG00000141458,17.662819171042997,0.0003562159133638,0.0399926574399482,1.0
anterior-cingulate,cerebellar-hemisphere,MNT,ENSG00000070444,49.58952026840062,0.0003679618465019,0.0408854925937884,1.0
anterior-cingulate,cerebellar-hemisphere,OIT3,ENSG00000138315,30.3300343321124,0.0003722970457245,0.0409450771308026,1.0
